Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Seats,Price,Brand,Model
Bangalore,2010,289.8275349237888,Petrol,Automatic,Second,11.1,142.0,5,1.8718021769015913,Honda,Accord
Pune,2012,409.87803063838396,Diesel,Manual,First,20.77,88.76,7,1.5040773967762742,Maruti,Ertiga
Hyderabad,2012,271.422180375886,Diesel,Manual,First,12.83,162.0,7,2.5257286443082556,Mahindra,Ssangyong
Delhi,2014,299.23235119217975,Diesel,Automatic,First,12.55,168.5,7,2.8213788864092133,Toyota,Fortuner
Hyderabad,2016,292.27213346468733,Diesel,Manual,First,20.77,88.8,7,2.169053700369523,Maruti,Ertiga
Pune,2013,220.95927226527516,Diesel,Automatic,First,19.5,126.24,5,2.1400661634962708,Hyundai,Elantra
Kolkata,2011,187.3018953454556,Petrol,Manual,First,20.36,78.9,5,0.7929925155296614,Hyundai,I10
Jaipur,2012,354.96478698597696,Petrol,Manual,First,16.8,34.2,5,0.47000362924573563,Maruti,Omni
Delhi,2016,137.84048752090223,Petrol,Automatic,First,15.5,86.7,5,1.8325814637483102,Honda,Amaze
Mumbai,2007,262.67851073127395,Petrol,Automatic,Second,12.9,130.0,5,0.8109302162163288,Honda,Civic
Kochi,2019,172.73100474437123,Diesel,Automatic,First,17.9,136.0,5,3.248434627109745,Mercedes-Benz,Cla
Ahmedabad,2010,219.09358730916796,Petrol,Manual,Second,13.14,157.8,5,1.9095425048844386,Skoda,Superb
Ahmedabad,2015,228.74439883852895,Diesel,Manual,First,28.09,88.5,5,1.8325814637483102,Maruti,Ciaz
Delhi,2013,254.95097567963924,Diesel,Manual,First,22.7,89.84,5,1.62924053973028,Ford,Ecosport
Mumbai,2009,256.9046515733026,Diesel,Automatic,Second,8.7,224.34,5,2.3749057545736716,Mercedes-Benz,M-Class
Hyderabad,2016,275.13632984395207,Diesel,Manual,First,24.0,70.0,5,1.7404661748405046,Hyundai,Grand
Bangalore,2013,207.3644135332772,Diesel,Manual,First,20.5,105.0,5,1.7833912195575383,Volkswagen,Vento
Kochi,2012,206.65430070530834,Diesel,Manual,First,25.44,56.3,5,0.8754687373538999,Chevrolet,Beat
Mumbai,2013,187.08286933869707,Diesel,Manual,First,17.21,100.0,7,1.2499017362143359,Mahindra,Quanto
Hyderabad,2011,233.12657506170333,Petrol,Automatic,First,19.2,80.0,5,1.3862943611198906,Hyundai,I10
Delhi,2013,289.8275349237888,Diesel,Manual,First,23.59,67.04,5,1.3480731482996928,Toyota,Etios
Mumbai,2010,251.5909378336191,Petrol,Automatic,First,14.53,138.1,5,1.3737155789130306,Toyota,Corolla
Jaipur,2013,273.95072549639286,Petrol,Manual,Second,20.36,78.9,5,1.0986122886681098,Hyundai,I10
Kochi,2018,155.68236894394946,Petrol,Manual,First,18.16,86.8,5,1.9021075263969205,Ford,Figo
Coimbatore,2016,150.88737521741174,Petrol,Manual,First,18.5,85.8,5,1.814824742159051,Maruti,Ritz
Bangalore,2012,240.8318915758459,Petrol,Automatic,Second,15.0,98.6,5,1.4816045409242156,Hyundai,I20
Pune,2017,238.74672772626644,Diesel,Manual,First,26.59,74.0,5,1.4469189829363254,Maruti,Swift
Kochi,2010,223.96651535441632,Petrol,Automatic,First,8.77,402.0,5,3.255400599550573,Bmw,7 Series
Kolkata,2016,212.13203435596427,Diesel,Manual,First,22.7,118.0,5,1.9459101490553132,Maruti,S Cross
Coimbatore,2017,261.37903511949844,Diesel,Automatic,First,12.55,168.5,7,3.223664341599998,Toyota,Fortuner
Kochi,2017,175.24554202603844,Petrol,Manual,First,20.3,68.05,5,1.4929040961781488,Hyundai,Eon
Kolkata,2011,195.64508682816444,Diesel,Manual,First,21.9,90.0,5,0.8754687373538999,Hyundai,I20
Pune,2012,339.1164991562634,Diesel,Manual,Second,20.54,103.6,5,1.4655675420143985,Volkswagen,Vento
Coimbatore,2017,216.44629818964333,Petrol,Automatic,First,18.5,83.14,5,1.9358598132018119,Maruti,Swift
Ahmedabad,2014,252.98221281347034,Diesel,Manual,First,21.9,90.0,5,1.4469189829363254,Hyundai,I20
Pune,2010,361.83283433099325,Diesel,Automatic,First,14.21,203.0,5,2.5257286443082556,Mercedes-Benz,E-Class
Chennai,2015,122.47448713915891,Petrol,Manual,First,18.9,82.0,5,1.589235205116581,Hyundai,Grand
Mumbai,2014,180.88670487352022,Diesel,Manual,First,23.0,90.0,5,1.5040773967762742,Hyundai,I20
Jaipur,2016,111.80339887498948,Petrol,Manual,First,25.17,53.3,5,1.0986122886681098,Renault,Kwid
Chennai,2015,244.54038521274967,Petrol,Automatic,First,16.9,82.0,5,1.7578579175523736,Hyundai,Xcent
Pune,2011,232.83255786079403,Petrol,Manual,First,15.04,103.6,5,1.2029723039923526,Volkswagen,Vento
Kochi,2015,249.48346638605133,Diesel,Automatic,First,14.39,163.7,5,1.890095369948917,Chevrolet,Cruze
Mumbai,2015,232.379000772445,Diesel,Manual,Second,19.01,108.5,5,1.749199854809259,Nissan,Terrano
Hyderabad,2012,254.95097567963924,Diesel,Manual,First,22.32,126.32,5,1.824549292051046,Hyundai,Verna
Chennai,2015,234.5207879911715,Petrol,Automatic,First,23.1,67.04,5,1.252762968495368,Maruti,Celerio
Pune,2010,266.45825188948453,Petrol,Manual,First,18.9,67.1,5,0.6931471805599453,Maruti,WagonR
Chennai,2012,264.5751311064591,Diesel,Manual,First,21.9,88.8,5,1.3862943611198906,Hyundai,I20
Mumbai,2011,230.21728866442677,Petrol,Automatic,First,12.3,163.2,5,2.2512917986064953,Audi,A4
Mumbai,2013,207.3644135332772,Diesel,Automatic,First,17.05,184.0,5,2.8622008809294686,Bmw,X1
Mumbai,2015,232.379000772445,Petrol,Automatic,First,14.3,103.52,5,1.809926773183504,Skoda,Rapid
Ahmedabad,2014,225.8317958127243,Petrol,Manual,First,20.36,78.9,5,1.3217558399823195,Hyundai,I10
Hyderabad,2007,279.28480087537883,Diesel,Manual,Second,10.5,107.2,6,1.824549292051046,Mitsubishi,Pajero
Mumbai,2014,158.11388300841898,Diesel,Manual,First,26.0,98.6,5,1.8164520818184267,Honda,City
Pune,2012,112.24972160321825,Petrol,Manual,First,20.92,67.1,5,0.8754687373538999,Maruti,Alto
Pune,2009,282.842712474619,Diesel,Manual,Third & Above,17.8,75.0,5,0.7654678421395714,Maruti,Swift
Kolkata,2016,144.9137674618944,Petrol,Manual,First,18.9,82.0,5,1.3217558399823195,Hyundai,Grand
Mumbai,2011,178.88543819998318,Petrol,Manual,Second,15.6,70.0,5,0.7654678421395714,Ford,Figo
Bangalore,2015,223.60679774997897,Petrol,Manual,First,18.9,81.86,5,1.55814461804655,Hyundai,Grand
Mumbai,2010,217.94494717703367,Petrol,Manual,First,15.5,103.3,5,0.8960880245566357,Maruti,Sx4
Mumbai,2017,86.60254037844386,Petrol,Manual,First,17.4,117.3,5,2.411439497906128,Honda,City
Jaipur,2016,261.0804473720696,Diesel,Automatic,First,19.6,108.45,5,2.186051276738094,Renault,Duster
Ahmedabad,2014,246.9817807045694,Diesel,Manual,First,25.8,98.6,5,1.4701758451005926,Honda,Amaze
Jaipur,2015,316.22776601683796,Diesel,Manual,Second,12.99,100.6,7,2.4849066497880004,Toyota,Innova
Mumbai,2009,247.9919353527449,Diesel,Automatic,Second,16.07,181.0,5,2.1400661634962708,Bmw,3 Series
Kochi,2017,207.08210931898486,Petrol,Manual,First,19.81,68.05,5,1.451613827240533,Hyundai,I10
Jaipur,2012,311.44823004794875,Diesel,Manual,Second,20.45,83.8,5,1.4469189829363254,Renault,Duster
Bangalore,2010,198.80895352071042,Petrol,Automatic,First,11.3,170.0,5,2.224623551524334,Mitsubishi,Outlander
Kochi,2017,188.10635289643994,Diesel,Manual,First,24.3,88.5,5,2.152924318439639,Maruti,Vitara
Hyderabad,2010,214.47610589527216,Diesel,Automatic,First,11.8,261.0,7,3.332204510175204,Mercedes-Benz,R-Class
Coimbatore,2018,179.41293152947478,Diesel,Manual,First,23.0,98.96,5,2.224623551524334,Ford,Ecosport
Chennai,2016,164.31676725154983,Diesel,Automatic,First,19.08,126.2,5,2.151762203259462,Hyundai,Verna
Coimbatore,2018,150.77798247754876,Petrol,Manual,First,16.47,74.0,5,2.018895041811802,Volkswagen,Polo
Mumbai,2014,240.83604381404376,Diesel,Manual,First,19.64,108.45,5,1.749199854809259,Renault,Duster
Chennai,2012,177.48239349298848,Petrol,Automatic,First,16.5,86.8,5,1.423108334242607,Honda,Brio
Coimbatore,2017,175.87779848519824,Petrol,Manual,First,18.16,86.8,5,1.7647307968401356,Ford,Figo
Kolkata,2012,164.59040069214242,Diesel,Automatic,First,18.53,187.74,5,2.803360380906535,Audi,A6
Mumbai,2015,171.75564037317667,Diesel,Automatic,First,15.97,258.0,7,3.7612001156935624,Bmw,X5
Pune,2013,212.13203435596427,Petrol,Manual,First,20.36,78.9,5,1.2669476034873244,Hyundai,I10
Hyderabad,2018,108.1249277456406,Petrol,Manual,First,18.6,81.83,5,2.186051276738094,Hyundai,I20
Hyderabad,2006,347.85054261852173,Diesel,Manual,Second,16.4,90.0,5,0.9162907318741551,Skoda,Octavia
Hyderabad,2010,343.6233403015575,Diesel,Manual,First,16.2,110.0,5,1.3480731482996928,Hyundai,Verna
Chennai,2012,190.5255888325765,Petrol,Automatic,Third & Above,17.1,121.4,5,2.0149030205422647,Hyundai,Verna
Mumbai,2005,300.0,Petrol,Manual,Second,15.3,61.0,5,0.5877866649021191,Hyundai,Getz
Chennai,2010,279.28480087537883,Diesel,Manual,First,20.0,68.0,5,0.8109302162163288,Ford,Figo
Mumbai,2015,204.93901531919198,Diesel,Automatic,First,17.68,174.33,5,3.188416617383492,Audi,A6
Mumbai,2015,164.31676725154983,Petrol,Manual,First,16.47,74.0,5,1.4701758451005926,Volkswagen,Polo
Kolkata,2012,148.32396974191326,Diesel,Automatic,First,17.05,184.0,5,2.4423470353692043,Bmw,X1
Kolkata,2014,221.35943621178654,Petrol,Manual,First,17.4,117.3,5,1.55814461804655,Honda,City
Hyderabad,2012,206.39767440550293,Diesel,Manual,First,23.0,90.0,5,1.6074359097634274,Hyundai,I20
Coimbatore,2018,113.11056537742175,Petrol,Automatic,First,19.0,88.7,5,2.21375387928743,Honda,Jazz
Hyderabad,2014,296.72546233850574,Petrol,Automatic,First,10.1,152.0,5,2.63834278867739,Honda,Cr-V
Bangalore,2014,89.44271909999159,Diesel,Automatic,Second,20.0,107.3,5,2.9831534913471307,Mercedes-Benz,A Class
Coimbatore,2018,287.643877042429,Diesel,Automatic,First,16.0,140.0,7,2.8195915758351173,Mahindra,Xuv500
Bangalore,2006,439.31765272977594,Diesel,Manual,Third & Above,13.6,63.0,7,0.9162907318741551,Mahindra,Bolero
Mumbai,2013,83.66600265340756,Petrol,Automatic,First,17.97,99.6,5,1.2947271675944,Renault,Scala
Ahmedabad,2012,244.94897427831782,Diesel,Automatic,Second,12.35,187.74,5,3.1570004211501135,Land Rover,Rover
Pune,2017,194.93588689617928,Petrol,Manual,First,22.74,47.3,5,1.1346227261911428,Maruti,Alto
Kochi,2013,237.36891119099823,Petrol,Manual,First,17.6,88.73,5,1.5195132049061133,Toyota,Etios
Mumbai,2014,133.63382805263043,Petrol,Manual,First,17.0,80.0,5,1.6714733033535532,Hyundai,I20
Hyderabad,2012,230.21728866442677,Petrol,Manual,First,20.36,78.9,5,1.1631508098056809,Hyundai,I10
Kochi,2016,260.5877971049297,Diesel,Manual,First,25.2,74.0,5,1.728109442151599,Maruti,Swift
Hyderabad,2015,137.84048752090223,Petrol,Manual,First,21.1,55.2,5,1.0986122886681098,Hyundai,Eon
Mumbai,2010,258.8435821108957,Diesel,Automatic,Second,22.69,190.0,5,2.224623551524334,Bmw,3 Series
Delhi,2011,282.842712474619,Diesel,Manual,First,23.57,70.0,5,0.1823215567939546,Tata,Indigo
Delhi,2015,246.9817807045694,Petrol,Manual,First,22.74,47.3,5,0.7654678421395714,Maruti,Alto
Pune,2010,197.48417658131498,Diesel,Manual,First,22.07,73.9,5,1.1151415906193203,Volkswagen,Polo
Ahmedabad,2014,242.8991560298224,Petrol,Automatic,First,14.28,138.03,5,2.4423470353692043,Toyota,Corolla
Hyderabad,2008,284.48374294500553,Petrol,Manual,First,17.92,62.1,5,0.8329091229351039,Hyundai,Santro
Kolkata,2016,184.39088914585776,Petrol,Manual,First,20.4,81.8,5,1.599387576580599,Maruti,Swift
Hyderabad,2013,360.5551275463989,Diesel,Manual,First,21.64,84.8,5,1.55814461804655,Renault,Scala
Coimbatore,2018,228.8667734731278,Diesel,Manual,First,24.3,88.5,5,2.3174737054877963,Maruti,Vitara
Kolkata,2011,209.76176963403032,Petrol,Manual,First,18.06,75.0,5,0.9745596399981308,Nissan,Micra
Hyderabad,2015,289.8275349237888,Diesel,Manual,First,20.0,68.05,5,1.33500106673234,Ford,Figo
Kochi,2017,204.1984329028996,Petrol,Automatic,First,13.1,141.1,5,2.8142103969306005,Honda,Cr-V
Pune,2014,403.732584763727,Diesel,Manual,First,19.01,108.5,5,1.6094379124341003,Nissan,Terrano
Chennai,2011,204.93901531919198,Petrol,Manual,Second,17.71,78.9,5,1.3217558399823195,Toyota,Etios
Jaipur,2013,359.1656999213594,Diesel,Manual,Third & Above,21.27,88.76,5,1.4134230285081433,Hyundai,I20
Chennai,2015,179.4435844492636,Petrol,Manual,Second,18.16,86.8,5,1.4469189829363254,Ford,Figo
Mumbai,2004,359.1656999213594,Diesel,Manual,First,10.5,107.2,6,1.2383742310432684,Mitsubishi,Pajero
Bangalore,2014,200.0,Diesel,Automatic,First,17.11,174.33,5,3.1135153092103742,Audi,A4
Delhi,2006,387.2983346207417,Petrol,Manual,First,12.4,132.0,8,1.5040773967762742,Toyota,Innova
Jaipur,2007,374.16573867739413,Petrol,Manual,First,15.26,74.9,5,-0.10536051565782628,Chevrolet,Aveo
Hyderabad,2006,251.35830998795325,Petrol,Manual,First,15.3,83.0,5,0.6151856390902335,Hyundai,Getz
Kolkata,2013,198.93466264077762,Diesel,Manual,First,25.8,98.6,5,1.1786549963416462,Honda,Amaze
Coimbatore,2014,265.28098311036166,Diesel,Manual,First,22.7,89.84,5,1.9933388426264242,Ford,Ecosport
Kolkata,2015,162.03703280423275,Diesel,Manual,First,20.14,88.5,5,1.4469189829363254,Volkswagen,Crosspolo
Delhi,2016,116.01724009818541,Petrol,Manual,First,18.6,81.86,5,1.864080130807681,Hyundai,Elite
Chennai,2011,349.28498393145964,Diesel,Manual,Second,12.8,102.0,8,2.3749057545736716,Toyota,Innova
Kolkata,2015,242.05164738129753,Diesel,Automatic,First,15.26,203.2,5,3.3232358401924436,Mercedes-Benz,M-Class
Jaipur,2005,339.1164991562634,Petrol,Manual,Second,17.3,64.0,5,-0.01005033585350145,Maruti,WagonR
Pune,2016,273.8612787525831,Diesel,Automatic,First,12.62,158.0,7,3.1780538303479458,Ford,Endeavour
Jaipur,2016,174.04597093871493,Petrol,Manual,First,18.6,81.86,5,1.8082887711792655,Hyundai,Elite
Ahmedabad,2017,179.57728141388043,Petrol,Manual,First,17.5,88.7,5,2.1102132003465894,Honda,Wrv
Bangalore,2013,272.02941017470886,Petrol,Manual,First,16.47,73.9,5,1.536867219599265,Volkswagen,Polo
Mumbai,2014,236.85438564654024,Petrol,Manual,First,13.7,153.86,5,2.277267285009756,Honda,Cr-V
Bangalore,2014,247.63884994079584,Petrol,Manual,First,18.9,81.86,5,1.4816045409242156,Hyundai,Grand
Kolkata,2014,181.6590212458495,Petrol,Manual,First,19.1,85.8,5,1.3837912309017721,Maruti,Swift
Coimbatore,2016,134.49907062875937,Diesel,Automatic,First,16.2,258.0,5,3.822754537669964,Bmw,5 Series
Kochi,2014,267.1890716328046,Diesel,Manual,First,22.7,89.84,5,1.6620303625532709,Ford,Ecosport
Mumbai,2014,202.48456731316588,CNG,Manual,First,26.2,58.2,5,1.252762968495368,Maruti,WagonR
Ahmedabad,2016,258.8435821108957,Diesel,Manual,First,26.0,98.6,5,1.9810014688665833,Honda,City
Chennai,2008,314.6426544510455,Diesel,Manual,Second,17.0,70.0,5,0.47000362924573563,Tata,Indigo
Pune,2014,376.82887362833543,Diesel,Manual,Second,19.01,108.45,5,1.791759469228055,Renault,Duster
Chennai,2010,164.21327595538676,Petrol,Manual,First,20.36,78.9,5,1.0986122886681098,Hyundai,I10
Mumbai,2015,166.21672599350524,Petrol,Manual,First,18.7,88.7,5,1.599387576580599,Honda,Jazz
Hyderabad,2016,287.22290994974617,Diesel,Manual,First,23.65,88.5,5,2.196112848483529,Maruti,Sx4
Mumbai,2007,293.2575659723036,Petrol,Manual,Third & Above,11.9,144.0,5,0.6151856390902335,Honda,Accord
Coimbatore,2016,164.2589419179364,Petrol,Manual,First,16.47,73.9,5,1.8180767775454285,Volkswagen,Polo
Hyderabad,2010,332.3717797888383,Diesel,Manual,First,21.1,73.9,5,1.252762968495368,Maruti,Ritz
Jaipur,2014,262.67851073127395,Petrol,Manual,First,19.5,88.76,5,1.5040773967762742,Honda,Amaze
Hyderabad,2017,109.54451150103323,Petrol,Manual,First,18.6,81.83,5,2.0476928433652555,Hyundai,I20
Hyderabad,2014,278.3882181415011,Diesel,Manual,First,20.45,83.8,5,1.8870696490323797,Renault,Duster
Kochi,2014,219.1597590799917,Petrol,Manual,First,18.9,82.0,5,1.6054298910365616,Hyundai,Grand
Chennai,2008,412.31056256176606,Diesel,Automatic,Third & Above,16.07,181.0,5,2.277267285009756,Bmw,3 Series
Mumbai,2014,263.751777245197,Diesel,Manual,First,22.7,89.84,5,1.713797927758343,Ford,Ecosport
Hyderabad,2016,213.28853696342895,Diesel,Automatic,First,21.5,108.5,5,2.33214389523559,Volkswagen,Vento
Chennai,2011,291.547594742265,Petrol,Automatic,Second,11.7,177.6,5,2.0149030205422647,Honda,Accord
Hyderabad,2008,236.43603786225145,Petrol,Manual,First,14.49,92.7,5,0.5877866649021191,Chevrolet,Aveo
Hyderabad,2017,136.01470508735443,Petrol,Manual,First,16.2,74.0,5,1.8325814637483102,Volkswagen,Polo
Hyderabad,2015,360.20827308655754,Diesel,Manual,Second,14.95,93.7,7,1.916922612182061,Mahindra,Xylo
Hyderabad,2009,225.6147158321017,Petrol,Automatic,First,19.2,80.0,5,1.0986122886681098,Hyundai,I10
Coimbatore,2015,291.0755915565577,Diesel,Manual,First,15.1,140.0,7,2.451005098112319,Mahindra,Xuv500
Mumbai,2013,200.0,Diesel,Manual,Second,22.7,126.24,5,1.9387416595767009,Hyundai,Elantra
Mumbai,2010,244.94897427831782,Petrol,Manual,Third & Above,14.3,160.0,5,1.252762968495368,Volkswagen,Passat
Coimbatore,2014,183.01912468373354,Petrol,Manual,First,18.9,81.86,5,1.7047480922384253,Hyundai,Grand
Mumbai,2015,158.11388300841898,Petrol,Manual,First,18.6,81.83,5,1.7316555451583497,Hyundai,I20
Ahmedabad,2013,266.45825188948453,Diesel,Manual,First,18.2,73.8,8,1.1786549963416462,Chevrolet,Enjoy
Coimbatore,2015,144.31216164966833,Petrol,Automatic,First,14.3,103.6,5,2.0438143640366846,Skoda,Rapid
Pune,2016,205.53345226507534,Diesel,Manual,First,19.67,126.2,5,2.4849066497880004,Hyundai,Creta
Jaipur,2013,314.00318469722566,Diesel,Manual,First,25.44,57.6,5,0.4382549309311553,Chevrolet,Beat
Delhi,2011,249.19871588754225,Diesel,Manual,First,11.5,171.0,7,2.3749057545736716,Toyota,Fortuner
Coimbatore,2016,210.32831478429148,Petrol,Manual,First,18.6,81.83,5,1.9050881545350582,Hyundai,I20
Coimbatore,2012,302.8910695283042,Diesel,Automatic,First,12.07,241.4,7,3.351656936102019,Audi,Q7
Bangalore,2013,140.81193131265547,Diesel,Automatic,Second,17.85,300.0,4,4.31748811353631,Porsche,Panamera
Hyderabad,2016,192.0702996301094,Petrol,Manual,First,17.8,117.3,5,2.3504224224082058,Honda,City
Hyderabad,2012,300.08165555395084,Diesel,Manual,First,17.21,100.0,7,1.33500106673234,Mahindra,Quanto
Ahmedabad,2012,272.03308622298135,Diesel,Automatic,First,16.55,140.0,5,2.917770732084279,Audi,A4
Kolkata,2013,202.48456731316588,Petrol,Automatic,First,12.37,198.25,5,1.791759469228055,Hyundai,Sonata
Hyderabad,2012,289.2714987688901,Diesel,Manual,First,22.32,126.32,5,1.7047480922384253,Hyundai,Verna
Pune,2010,301.66206257996714,Petrol,Manual,First,18.9,67.1,5,0.8329091229351039,Maruti,WagonR
Jaipur,2016,223.60679774997897,Diesel,Manual,First,24.52,88.5,7,2.163323025660538,Maruti,Ertiga
Delhi,2015,240.8318915758459,Diesel,Manual,First,24.4,71.01,5,1.599387576580599,Hyundai,Xcent
Jaipur,2012,282.842712474619,Diesel,Manual,First,22.9,74.0,5,1.4469189829363254,Maruti,Swift
Kochi,2017,203.19940944796076,Diesel,Manual,Second,16.0,140.0,7,2.392425796993835,Mahindra,Xuv500
Delhi,2013,254.95097567963924,Diesel,Automatic,First,22.48,190.0,5,3.056827372913802,Bmw,5 Series
Bangalore,2016,128.3393937962931,Petrol,Manual,Second,14.28,138.03,5,2.4423470353692043,Toyota,Corolla
Pune,2015,233.10727144385694,Diesel,Manual,Second,22.54,88.73,5,1.791759469228055,Hyundai,I20
Hyderabad,2016,155.0,Petrol,Manual,First,18.15,82.0,6,1.410986973710262,Mahindra,Kuv
Kolkata,2013,155.0064514786401,Petrol,Manual,First,24.7,47.3,5,0.6981347220709843,Maruti,Alto
Hyderabad,2010,243.45430782797825,Petrol,Manual,First,15.7,67.0,5,0.9555114450274363,Fiat,Punto
Kolkata,2012,200.0,Petrol,Manual,First,18.9,67.1,5,0.8544153281560676,Maruti,WagonR
Bangalore,2012,394.4185594010505,Diesel,Manual,Second,9.5,118.6,6,2.21375387928743,Mitsubishi,Pajero
Chennai,2013,205.71825392998065,Petrol,Manual,First,19.4,86.8,5,1.0647107369924282,Honda,Brio
Coimbatore,2017,155.4123547212383,Diesel,Manual,Second,22.54,88.73,5,2.217027204632399,Hyundai,I20
Mumbai,2016,164.31676725154983,Petrol,Automatic,First,13.0,121.3,5,2.4379897300002487,Hyundai,Creta
Hyderabad,2012,303.31501776206204,CNG,Manual,Second,26.83,38.4,5,0.7419373447293773,Maruti,Alto
Kochi,2017,248.58600121487132,Petrol,Manual,First,17.8,86.7,5,1.7101878155342434,Honda,Amaze
Chennai,2016,116.1895003862225,Petrol,Manual,First,18.15,82.0,6,1.3217558399823195,Mahindra,Kuv
Pune,2018,67.08203932499369,Petrol,Automatic,First,18.0,117.3,5,2.5257286443082556,Honda,City
Mumbai,2017,151.65750888103102,Diesel,Automatic,First,16.0,140.0,7,2.740840023925201,Mahindra,Xuv500
Mumbai,2013,283.8626428398073,Diesel,Automatic,Second,14.84,170.0,5,2.6741486494265287,Mercedes-Benz,New
Coimbatore,2017,206.50907970353265,Diesel,Automatic,First,19.6,108.45,5,2.522523513359307,Renault,Duster
Bangalore,2014,173.20508075688772,Petrol,Manual,Second,16.47,74.0,5,1.6582280766035324,Volkswagen,Polo
Bangalore,2009,313.04951684997053,Diesel,Automatic,Second,13.5,282.0,5,3.2188758248682006,Mercedes-Benz,S Class
Hyderabad,2012,223.60679774997897,Diesel,Automatic,First,12.9,271.23,4,3.8066624897703196,Jaguar,Xj
Jaipur,2015,251.61478493920026,Diesel,Manual,First,28.4,74.0,5,1.62924053973028,Maruti,Swift
Delhi,2014,256.9046515733026,Diesel,Manual,First,25.8,98.6,5,1.252762968495368,Honda,Amaze
Ahmedabad,2011,272.02941017470886,Diesel,Automatic,Second,16.07,181.0,5,2.5257286443082556,Bmw,3 Series
Hyderabad,2012,304.9590136395381,Diesel,Manual,First,23.5,88.7,5,1.713797927758343,Hyundai,Verna
Delhi,2015,264.5751311064591,Diesel,Automatic,First,11.5,169.0,7,2.969388298214389,Toyota,Fortuner
Ahmedabad,2012,220.8438362282271,Petrol,Manual,First,18.6,85.8,5,1.3635373739972745,Maruti,Swift
Chennai,2010,256.9046515733026,Petrol,Manual,First,18.6,79.4,5,0.7839015438284094,Chevrolet,Beat
Coimbatore,2017,165.58079598794058,Petrol,Automatic,First,18.9,82.0,5,1.9300710850255671,Hyundai,Grand
Coimbatore,2011,227.14092541856036,Petrol,Manual,Second,15.6,70.0,5,1.244154593958768,Ford,Figo
Pune,2010,273.8612787525831,Petrol,Manual,First,16.1,88.2,5,1.0473189942805592,Maruti,Swift
